Name,Rating
"National Treasure: Book of Secrets
(2007)",6.5
"Ghost in the Shell: Arise - Border 2: Ghost Whispers
(2013)",7.1
"Kyun! Ho Gaya Na...
(2004)",4.3
"Mad Money
(2008)",5.9
"Dhamaal
(2007)",7.5
"Socha Na Tha
(2005)",7.4
"Derren Brown: Sacrifice
(2018 TV Special)",7.1
"Jailbreak
(2017)",5.4
"Mike Birbiglia: Thank God for Jokes
(2017 TV Special)",7.5
"The Annual 1995 ShoWest Awards
(1995 TV Special)",4.9
"Kickboxer: Vengeance
(2016)",4.9
"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)",7.1
"Nazi Concentration Camps
(1945)",8.3
"Patrick Melrose
(2018)",8
"Bert Kreischer: Secret Time
(2018 TV Special)",7.3
"The Rezort
(2015)",5.3
"The Tribe
(2018)",5.8
"Harry Benson: Shoot First
(2016)",7.3
"LoveTrue
(2016)",6.6
"What's New, Scooby-Doo?
(2002–2006)",7.3
"The After Party
(I) (2018)",5.8
"Moonwalkers
(2015)",6.1
"Lupt
(2018)",4.6
"Lila & Eve
(2015)",5.9
"Spy Kids 3: Game Over
(2003)",4.4
"Zach Galifianakis: Live at the Purple Onion
(2006 TV Special)",7.2
"Hard Tide
(2015)",4.9
"Everyday I Love You
(2015)",7
"Bill Burr: Walk Your Way Out
(2017 TV Special)",7.2
"The Cat in the Hat
(2003)",4.1
"Jim Gaffigan: Mr. Universe
(2012 TV Special)",7.7
"Why We Fight
(1942)",7
"Arjun: The Warrior Prince
(2012)",6.8
"A Perfect Ending
(2012)",5.6
"Lady Bloodfight
(2016)",5.6
"No Entry
(2005)",6.6
"Rangoon
(II) (2017)",5.6
"Harishchandrachi Factory
(2009)",8.4
"Vincent N Roxxy
(2016)",5.5
"Big Time
(2017)",6.4
"A Boy Called Po
(2016)",6.4
"Shepherds and Butchers
(2016)",6.8
"Attacking the Devil: Harold Evans and the Last Nazi War Crime
(2014)",8
"Kung Fu Panda Holiday
(2010 TV Short)",6.7
"Flock of Four
(2017)",6.2
"Barcelona: A Love Untold
(2016)",6.6
"Dare
(2009)",5.8
"Look & See: A Portrait of Wendell Berry
(2016)",7.1
"City of Joy
(2016)",7.7
"The Black Godfather
(2019)",7.5
"The Sea of Trees
(2015)",6.1
"Inuyasha the Movie 4: Fire on the Mystic Island
(2004)",7.2
"Angamaly Diaries
(2017)",7.9
"Burlesque: Heart of the Glitter Tribe
(2017)",6.1
"Stop at Nothing: The Lance Armstrong Story
(2014)",7.5
"My Beautiful Broken Brain
(2014)",7.1
"Tom Segura: Disgraceful
(2018 TV Special)",7.5
"Asperger's Are Us
(2016)",6.6
"Blackway
(2015)",5.3
"Ibiza
(2018)",5.2
"Bad Rap
(2016)",6.5
"I See You
(2017)",7.5
"Raja Hindustani
(1996)",6.1
"The Art of Loving: Story of Michalina Wislocka
(2017)",7
"Sandy Wexler
(2017)",5.2
"Welcome to New York
(2014)",5.6
"Pandora
(2016)",6.6
"The Seven Deadly Sins: Prisoners of the Sky
(2018)",7
"The Last Summer
(2019)",5.5
"A Land Imagined
(2018)",6.2
"Raajneeti
(2010)",7.1
"Apollo 18
(2011)",5.2
"Longshot... The Biopic of Senator Bernie Sanders Campaign 2016 for POTUS
(2016)",0
"Once Upon a Time in Mumbaai
(2010)",7.4
"The First Temptation of Christ
(2019)",5
"Jim Jefferies: Freedumb
(2016 TV Special)",7.7
"The Death and Life of Marsha P. Johnson
(2017)",7.2
"Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
(2006)",6.3
"Jim Jefferies: This Is Me Now
(2018 TV Special)",7.4
"Casting JonBenet
(2017)",6.1
"Terra 2050
(2007– )",0
"Eh Janam Tumhare Lekhe
(2015)",8.5
"The Miracle
(2015)",7.6
"Black Snow
(2017)",6.2
"I'll Push You: A Real-Life Inspiration
(2017)",8.5
"Chris D'Elia: Man on Fire
(2017 TV Special)",6.5
"Iliza: Elder Millennial
(2018 TV Special)",7.2
"Brother in Love
(2019)",7
"Karthik Calling Karthik
(2010)",7.1
"Eye for an Eye
(1996)",6.2
"Tom Segura: Completely Normal
(2014 TV Special)",7.7
"Prisoners of the Lost Universe
(1983)",3.7
"New York Minute
(I) (2004)",4.9
"Kung Fu Panda: Secrets of the Furious Five
(2008 Video)",7
"Dayveon
(2017)",6.2
"Pyaar Tune Kya Kiya
(2014– )",7.4
"Casa de mi Padre
(2012)",5.5
"Point Blank
(2019)",5.7
"Friend Request
(2016)",5.2
"Two Thousand Dollars for Coyote
(1966)",4.8
"Satte Pe Satta
(1982)",7.2
"Mohawk
(2018– )",6.6
"Opening Night
(II) (2016)",5.9
"Ek Hasina Thi
(2004)",7.5
"Amy Schumer: Growing
(2019 TV Special)",5.5
"Radio Rebel
(2012 TV Movie)",5.7
"Merantau
(2009)",6.7
"Terrace House: Tokyo 2019-2020
(2019–2020)",7.4
"The Duel
(I) (2016)",5.8
"Yuva
(2004)",7.3
"The Christmas Cottage
(2017 TV Movie)",6.3
"Western Ghats
(2018)",8.5
"Halo Legends
(2010 Video)",6.5
"Joe Rogan: Triggered
(2016 TV Special)",7.4
"Hazaaron Khwaishein Aisi
(2003)",7.9
"Martin Lawrence Live: Runteldat
(2002)",5.4
"Manglehorn
(2014)",5.5
"Love Beats Rhymes
(2017)",5.5
"American Anarchist
(2016)",5.9
"Khalnayak
(1993)",7.1
"Ek Main Aur Ekk Tu
(2012)",5.8
"Dear Santa
(2011 TV Movie)",6.4
"Carrie
(2002 TV Movie)",5.4
"SGT. Will Gardner
(2019)",5.9
"Naruto Shippûden: The Lost Tower
(2010)",6.8
"A Grand Night In: The Story of Aardman
(2015 TV Movie)",7.5
"Living There Is Not Hell, It Is the Fire of the Desert. The Plenitude of Life That Stayed There Like a Tree
(2018)",5.3
"Strange Weather
(2016)",6
"The Most Assassinated Woman in the World
(2018)",5.3
"The Blackcoat's Daughter
(I) (2015)",5.9
"Mike Birbiglia: What I Should Have Said Was Nothing
(2008 TV Special)",7.6
"After Porn Ends 3
(2018)",5.4
"Revenger
(2018)",5.7
"Baaghi 3
(2020)",2.2
"Shrek the Musical
(2013)",6.9
"When Two Worlds Collide
(2016)",7.6
"Black Adam
(2022)",6.2
"Delirium
(I) (2018)",5.7
"My Ex and Whys
(2017)",6
"Me Before You
(2016)",7.4
"The Legend of Cocaine Island
(2018)",6.4
"Spyder
(2017)",6.3
"Speech & Debate
(2017)",5.9
"Railroad Tigers
(2016)",5.8
"Blinky Bill the Movie
(2015)",5.1
"The Red Dress Collection 2007 Fashion Show
(2008 Video)",2
"All Is Well
(2018)",6.5
"Beats
(II) (2019)",7.1
"Mohenjo Daro
(2016)",5.6
"The Week Of
(2018)",5.2
"U Turn
(I) (2016)",7.4
"The Climb
(I) (2017)",6.9
"Children's Party
(2011)",7.5
"Two Lovers and a Bear
(2016)",6
"Return to Sender
(I) (2015)",5.1
"The Man Without Gravity
(2019)",5.8
"Denis Leary: No Cure for Cancer
(1993 TV Special)",7.4
"The African Doctor
(2016)",7
"We Are Young. We Are Strong.
(2014)",7
"Crank: High Voltage
(2009)",6.1
"Sliver
(1993)",5.1
"Tom Segura: Mostly Stories
(2016 TV Special)",7.5
"Sang Krasue
(2019)",6.4
"Munafik 2
(2018)",5.6
"The Adventures of Sharkboy and Lavagirl 3-D
(2005)",3.7
"Eat Pray Love
(2010)",5.8
"Step Sisters
(2018)",5.5
"Iron Sky: The Coming Race
(2019)",5
"Monty Python Live (Mostly)
(2014)",7.6
"Shelby American: The Carroll Shelby Story
(2019)",7.4
"The Longshots
(2008)",5.6
"A Cinderella Story: Christmas Wish
(2019 Video)",5.3
"Mubarakan
(2017)",5.6
"Grace and Frankie
(2015–2022)",8.2
"Paskal
(2018)",6.5
"Hannah Montana: The Movie
(2009)",4.6
"The Adventures of Priscilla, Queen of the Desert
(1994)",7.5
"2012
(I) (2009)",5.8
"Malevolent
(III) (2018)",4.8
"Jerry Before Seinfeld
(2017 TV Special)",7
"One Day
(VI) (2016)",7.7
"4L
(2019)",5.9
"The Princess Bride
(1987)",8
"100 Meters
(2016)",7.5
"True Memoirs of an International Assassin
(2016)",5.9
"Eyyvah Eyvah
(2010)",7
"Greg Davies: You Magnificent Beast
(2018 TV Special)",7.1
"Phir Bhi Dil Hai Hindustani
(2000)",6.1
"Do Dooni Chaar
(2010)",7.5
"Kristy
(2014)",5.9
"GLOW: The Story of the Gorgeous Ladies of Wrestling
(2012)",7.3
"Steel Rain
(2017)",7.1
"Laskar Pelangi
(2008)",7.9
"Bushwick
(2017)",5.2
"Dabbe: The Possession
(2013)",6.8
"The Hunter's Prayer
(2017)",5.6
"Hitler: A Career
(1977)",7.5
"How to Get Over a Breakup
(2018)",6.1
"Extremely Wicked, Shockingly Evil and Vile
(2019)",6.7
"Oye Lucky! Lucky Oye!
(2008)",7.7
"Queen Marie of Romania
(2019)",7.2
"Death Race 2000
(1975)",6.2
"Illang: The Wolf Brigade
(2018)",5.9
"How It Ends
(2018)",5.1
"Hank: 5 Years from the Brink
(2013)",6.7
"Star Wars: Episode VII - The Force Awakens
(2015)",7.8
"Say Goodnight to the Bad Guys
(2008 TV Movie)",7.8
"Sarkar
(2018)",6.7
"Social Animals
(I) (2018)",5.3
"Movie 43
(2013)",4.3
"Room for Rent
(2019)",5.3
"Iliza Shlesinger: War Paint
(2013 TV Special)",6.6
"Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
(2009)",7
"Katherine Ryan: In Trouble
(2017 TV Special)",7
"The Rolling Stones: From the Vault - Sticky Fingers Live at the Fonda Theatre 2015
(2017)",8
"Katt Williams: American Hustle
(2007 Video)",6.7
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
(1964)",8.4
"Ajji
(2017)",6.9
"The Memphis Belle: A Story of a Flying Fortress
(1944)",7.3
"Tremors: A Cold Day in Hell
(2018 Video)",5
"Us and Them
(2017)",5.2
"Vince & Kath & James
(2016)",6.8
"Security
(I) (2017)",5.7
"Across the Line
(2000)",5.5
"Dog Eat Dog
(I) (2016)",4.8
"Kong: Skull Island
(2017)",6.7
"Lizzie Borden Took an Ax
(2014 TV Movie)",5.8
"Kid Kulafu
(2015)",6.9
"Sarah Silverman: A Speck of Dust
(2017 TV Special)",6.9
"Swearnet
(2014)",6
"Jimmy Carr: Funny Business
(2016 TV Special)",7.2
"Nil Karaibrahimgil: Organize Isler Bunlar
(2006 Music Video)",6.9
"Iliza Shlesinger: Confirmed Kills
(2016 TV Special)",6.6
"Godzilla: Planet of the Monsters
(2017)",6
"Little Boxes
(2016)",5.9
"Dragon Tiger Gate
(2006)",6.1
"Aarakshan
(2011)",6.2
"Theo Who Lived
(2016)",6.9
"The Warning
(2018)",5.9
"Trolls Holiday
(2017 TV Movie)",6.1
"The Good Catholic
(2017)",5.3
"The Hollow Point
(2016)",5.4
"Eerie
(2018)",4.7
"Print the Legend
(2014)",7
"Barbie: A Fairy Secret
(2011 Video)",5.9
"Noblemen
(2018)",5.6
"XOXO
(2016)",5.3
"The Magic Pill
(2017)",7.1
"Kung Fu Yoga
(2017)",5.2
"Jim Gaffigan: Cinco
(2017 TV Special)",7.1
"Eddie - Strongman
(2015)",7.4
"Mumbai Meri Jaan
(2008)",7.7
"Zombieland: Double Tap
(2019)",6.7
"Once Upon a Time... in Hollywood
(2019)",7.6
"Shimmer Lake
(2017)",6.3
"Expelled from Paradise
(2014)",6.6
"A Leaf of Faith
(2018)",7.2
"Lavender
(I) (2016)",5.4
"Tiffany Haddish: Black Mitzvah
(2019 TV Special)",6.3
"Titans
(I) (2018–2023)",7.5
"#Realityhigh
(2017)",5.1
"USS Indianapolis: Men of Courage
(2016)",5.3
"Alita: Battle Angel
(2019)",7.3
"No Other Woman
(2011)",6
"Small Crimes
(2017)",5.8
"Alt-Right: Age of Rage
(2018)",6.3
"16 Blocks
(2006)",6.6
"Playing for Time
(1980 TV Movie)",7.3
"Walt Disney Animation Studios Short Films Collection
(2015 Video)",7.6
"Love Ni Bhavai
(2017)",8.2
"Iliza Shlesinger: Unveiled
(2019 TV Special)",6.5
"Outsiders
(I) (2016–2017)",7.4
"Fire in the Blood
(2013)",7.7
"Dügün Dernek 2: Sünnet
(2015)",6.3
"Dead Kids
(2019)",5.4
"God Bless the Broken Road
(2018)",5.7
"Keith Richards: Under the Influence
(2015)",7.1
"Firebird 2015 AD
(1981)",3.5
"Bokeh
(I) (2017)",5
"Bottom of the World
(2017)",5.1
"Paper Year
(2018)",5.3
"Special Correspondents
(2016)",5.9
"Love Affair
(1994)",6
"Half Girlfriend
(2017)",4.6
"Chris Tucker Live
(2015 TV Special)",6.3
"Warehoused
(2017)",6.6
"Namak Halaal
(1982)",7.2
"Aziz Ansari Live in Madison Square Garden
(2015 TV Special)",6.6
"Delhi-6
(2009)",6.2
"American Justice
(1992– )",8.1
"Barbie in a Mermaid Tale
(2010 Video)",6.3
"City of Tiny Lights
(2016)",5.6
"League of Legends Origins
(2019)",6.5
"The Fury of a Patient Man
(2016)",6.7
"Much Loved
(2015)",6.2
"Hope Springs Eternal
(2018)",4.9
"Agatha and the Truth of Murder
(2018 TV Movie)",6.3
"Killa
(2014)",7.8
"Samson
(2018)",4.5
"Patton Oswalt: Talking for Clapping
(2016 TV Special)",6.8
"Miss Julie
(2014)",5.5
"100 Years
(2016)",7.7
"Blue Mountain State: The Rise of Thadland
(2016)",5.7
"Joe Rogan: Strange Times
(2018 TV Special)",7.3
"Ready to Mingle
(2019)",5.9
"Rajma Chawal
(2018)",5.7
"1 Mile to You
(2017)",6.3
"Good Luck
(2014)",6.7
"Dharam Sankat Mein
(2015)",6.3
"Dragonheart: A New Beginning
(1999 Video)",4.5
"LSD: Love, Sex Aur Dhokha
(2010)",7.2
"The Cake General
(2018)",6.7
"Judah Friedlander: America is the Greatest Country in the United States
(2017 TV Special)",7.8
"The Scorpion King: Book of Souls
(2018 Video)",4.6
"Kingdom of Us
(2017)",6.9
"I Am Wrath
(2016)",5.4
"A Kind of Murder
(2016)",5.3
"My Babysitter's a Vampire
(2011–2012)",7
"Dismissed
(2017)",5.7
"The Perfect Dictatorship
(2014)",7.2
"Barbie: The Princess & the Popstar
(2012)",5.8
"Kidnapping Mr. Heineken
(2015)",6.1
"Rudy Habibie
(2016)",7.5
"Kaalia
(1981)",6.7
"Brotherhood of Blades 2
(2017)",6.6
"I Fine..Thank You Love You
(2014)",6.9
"Eyyvah Eyvah 2
(2011)",6.6
"Star Men
(2016)",6.6
"Jeff Dunham: Minding the Monsters
(2012 TV Special)",7
"Sacro GRA
(2013)",6.3
"Holy Camp!
(2017)",6.2
"Cunk & Other Humans on 2019
(2019)",7.4
"Ronnie Coleman: The King
(2018)",7
"Backtrace
(2018)",3.8
"Gagarin. Pervyy v kosmose
(2013)",6.5
"The Laws of Thermodynamics
(2018)",6
"Full Out
(2015)",6.3
"Mustafa Hakkinda Hersey
(2004)",7.5
"Norm Macdonald: Hitler's Dog, Gossip & Trickery
(2017 TV Special)",7.3
"Buffalo Boys
(2018)",5.7
"I Am the Pretty Thing That Lives in the House
(2016)",4.6
"You Carry Me
(2015)",6.8
"Travis Scott: Look Mom I Can Fly
(2019)",6.3
"Heavy Metal 2000
(2000)",5.4
"Revolt
(2017)",5.3
"The Ridiculous 6
(2015)",4.8
"1898: Our Last Men in the Philippines
(2016)",6.5
"Luciano Mellera: Infantiloide
(2018 TV Special)",7.4
"The Boy Who Cried Werewolf
(2010 TV Movie)",5.9
"Going Clear: Scientology & the Prison of Belief
(2015)",8
"5 cm
(2012)",7.2
"Transatlantic: Whirld Tour 2010 (Live from Shepherd's Bush Empire, London)
(2010 Video)",8.6
"Half Girlfriend
(2017)",4.6
"Sebastian Maniscalco: Why Would You Do That?
(2016 TV Special)",7.4
"It Takes a Man and a Woman
(2013)",6.8
"Rolling Papers
(2015)",6.2
"Perfect Bid: The Contestant Who Knew Too Much
(2017)",6.5
"Elisa & Marcela
(2019)",6.6
"Birdshot
(2016)",6.6
"Watchman
(2019)",5.4
"Jeff Dunham: Relative Disaster
(2017 TV Special)",6.4
"Sebastian Maniscalco: Stay Hungry
(2019 TV Special)",7.1
"Michael Che Matters
(2016 TV Special)",7.2
"Assimilate
(I) (2019)",5.3
"My Little Pony: Equestria Girls - Legend of Everfree
(2016)",6.4
"The Tenth Man
(2016)",5.8
"Christmas with a View
(2018 TV Movie)",5.2
"ABCD (Any Body Can Dance)
(2013)",6.3
"Postcards from London
(2018)",5.3
"Stephanie
(I) (2017)",5.8
"The Girl Allergic to WiFi
(2018)",6.1
"Cézanne et moi
(2016)",6.1
"Bitch Slap
(2009)",4.5
"Janaan
(2016)",6.8
"Njan Prakashan
(2018)",7.7
"The Saint
(2017 TV Movie)",4.9
"Sour Apples
(2016)",7.1
"Being AP
(2015)",6.5
"A Dangerous Woman
(1993)",5.7
"Losing Sight of Shore
(2017)",7.4
"Svaha: The Sixth Finger
(2019)",6.3
"Demetri Martin: Live (At the Time)
(2015 TV Special)",7.4
"Tim Minchin and the Heritage Orchestra
(2011 Video)",8.4
"The Body Remembers When the World Broke Open
(2019)",6.9
"Brené Brown: The Call to Courage
(2019)",7.7
"Naomi and Ely's No Kiss List
(2015)",5.5
"Mara
(I) (2018)",5.1
"Naam Shabana
(2017)",6.2
"The Vault
(I) (2017)",4.9
"Cold Skin
(2017)",6
"The Little Mermaid
(1989)",7.6
"Love in a Puff
(2010)",7.1
"Naked
(I) (2017)",5.4
"Jack Whitehall: Christmas with My Father
(2019 TV Special)",6
"Just Go with It
(2011)",6.4
"Rocco
(2016)",5.7
"Rim of the World
(2019)",5.2
"Dabbe 5: Curse of the Jinn
(2014)",5.9
"The Eichmann Show
(2015 TV Movie)",6.5
"Franca: Chaos and Creation
(2016)",7.5
"Paradox
(2017)",6.5
"The Mistress of Spices
(2005)",5.5
"Dark Crimes
(2016)",4.6
"Tom and Jerry: The Magic Ring
(2001 Video)",6.2
"Godzilla: City on the Edge of Battle
(2018)",5.8
"Pee-wee Goes to Sturgis
(2010 Video)",6.3
"Sudani from Nigeria
(2018)",8.2
"The Humanity Bureau
(2017)",4.5
"Shootout at Lokhandwala
(2007)",7.1
"Jeff Dunham: All Over the Map
(2014 TV Special)",7.1
"The Adderall Diaries
(2015)",5.2
"The Carter Effect
(2017)",7.1
"Shanghai
(2012)",7.3
"The D Train
(2015)",5.1
"Murder on the Orient Express
(2017)",6.5
"Abandoned
(VI) (2015)",6.3
"Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry
(2016 TV Special)",7.5
"For Here or to Go?
(2015)",6.7
"Demetri Martin: Standup Comedian
(2012 TV Special)",7.5
"Clair Obscur
(2016)",6.5
"Shaitan
(2011)",7.2
"Jack Whitehall: At Large
(2017 TV Special)",6.9
"Dauntless: The Battle of Midway
(2019)",3.4
"Dave Chappelle: Equanimity
(2017 TV Special)",8.1
"Sebastian Maniscalco: Why Would You Do That?
(2016 TV Special)",7.4
"After Porn Ends 3
(2018)",5.4
"Father of the Year
(2018)",5.2
"Bob Lazar: Area 51 & Flying Saucers
(2018)",5.6
"First Kill
(2017)",5
"Mortified Nation
(2013)",7.3
"Skyline
(2010)",4.5
"Tyke: Elephant Outlaw
(2015)",7.4
"Snow Day
(2000)",5.2
"The Bye Bye Man
(2017)",4.3
"Ram Jaane
(1995)",5.4
"Pyaar Ke Side Effects
(2006)",6.8
"Invisible Essence: The Little Prince
(2018)",7.1
"Life in a Metro
(2007)",7.4
"Rot fai faa... Maha na ter
(2009)",7.1
"Walk. Ride. Rodeo.
(2019)",6.4
"Mais Forte que o Mundo: A História de José Aldo
(2016)",7.1
"Chelsea Peretti: One of the Greats
(2014 TV Special)",6.9
"The Last Laugh
(I) (2019)",5.6
"Death Race 4: Beyond Anarchy
(2018 Video)",5.2
"You Changed My Life
(2009)",6.6
"Sister Cities
(2016 TV Movie)",6.6
"Like Arrows
(2018)",6.5
"The Ruthless
(2019)",6.2
"Tune in for Love
(2019)",7.1
"Clinical
(2017)",5.1
"Mercy Black
(2019)",4.9
"I Am Kalam
(2010)",7.9
"Skin Trade
(2014)",5.6
"Return to the 36th Chamber
(1980)",6.9
"Swiped
(I) (2018)",2.8
"Tremors II: Aftershocks
(1996 Video)",5.9
"Marc Maron: Thinky Pain
(2013 TV Special)",7.3
"Fun Mom Dinner
(2017)",5.3
"Jimmy Carr: The Best of Ultimate Gold Greatest Hits
(2019 TV Special)",7.3
"Jinxed
(2013 TV Movie)",6.3
"The Music of Silence
(2017)",6.6
"Diana: In Her Own Words
(I) (2017 TV Movie)",7.8
"Shorts
(2009)",4.7
"Nikki Glaser: Bangin'
(2019 TV Special)",6.2
"Fukrey
(2013)",6.9
"Payitaht Abdülhamid
(2017–2021)",5
"Sr. Pig
(2016)",5.8
"Stereo
(I) (2014)",6.5
"The Lighthouse of the Whales
(2016)",6.7
"Good People
(2014)",5.5
"The Gospel of John
(2003)",7.7
"Bride for Rent
(2014)",6.3
"Rattlesnake
(2019)",4.7
"Terrace House: Tokyo 2019-2020
(2019–2020)",7.4
"The Bad Seed
(2018 TV Movie)",5.9
"The Bad Seed
(2018 TV Movie)",5.9
"The Bad Seed
(2018 TV Movie)",5.9
"Catwalk: Tales from the Cat Show Circuit
(2018)",6.3
"Bert Kreischer: The Machine
(2016 TV Special)",7.6
"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)",7.1
"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)",7.1
"Ghost in the Shell: Arise - Border 1: Ghost Pain
(2013)",7.1
"Tales from the Crypt
(1989–1996)",8
"Monster High: Great Scarrier Reef
(2016 Video)",6
"Una kang naging akin
(2008– )",8.3
"Phantom 2040
(1994–1996)",7.2
"Inside Man: Most Wanted
(2019)",5.6
"Spy Kids 4: All the Time in the World
(2011)",3.5
"Michael Clayton
(2007)",7.2
"Muzaffarnagar 2013
(2017)",5.3
"Sa Re Ga Ma Pa 2018 Telugu
(2019– )",0
"Aitraaz
(2004)",6.6
"Holiday Engagement
(2011 TV Movie)",6
"My Little Pony: Equestria Girls - Friendship Games
(2015)",6.5
"The Last Resort
(I) (2009)",3
"Saving Mr. Banks
(2013)",7.5
"The Rehearsal
(2016)",5.7
"The Holiday Calendar
(2018)",5.7
"One Second from Eternity: The History of the Land Speed Record
(1973)",0
"Bewildered Bolbol
(2010)",6.4
"Jo Koy: Comin' in Hot
(2019 TV Special)",7.4
"Motu Patlu: King of Kings
(2016)",6.7
"Big Bear
(2017)",5.1
"Hükümet Kadin
(2013)",6.5
"Any Body Can Dance 2
(2015)",5.4
"Manhunt
(II) (2017–2020)",8.1
"Hoodwinked Too! Hood vs. Evil
(2011)",4.7
"Armed to the Teeth
(2018)",7.9
"Russell Peters: Almost Famous
(2016 TV Special)",6.6
"Secret Obsession
(2019)",4.5
"Dying to Tell
(2018)",6.8
"Deon Cole: Cole Hearted
(2019 TV Special)",6.9
"Løvekvinnen
(2016)",6.7
"Balu Mahi
(2017)",6
"After the Rain
(2018)",6.7
"The Silence of the Sky
(2016)",6.5
"Burning Cane
(2019)",5.5
"Dare to Be Wild
(2015)",6.4
"Ghost House
(2017)",4.7
"Pokémon the Movie 2000
(1999)",6.1
"#IrishGameDev 2014
(2015)",0
"Hannibal Buress: Comedy Camisado
(2016 TV Special)",6.6
"Tig Notaro: Happy To Be Here
(2018 TV Special)",6.6
"300 Miles to Heaven
(1989)",7.1
"Dragons: Dawn of the Dragon Racers
(2014 Video)",6.7
"Sextuplets
(2019)",4.5
"The Accident
(2019)",6.3
"Euphoria
(2018)",6.5
"Running for Grace
(2018)",6.1
"Happy
(I) (2015)",4.9
"Main, Meri Patni... Aur Woh!
(2005)",7.2
"Martial Arts of Shaolin
(1986)",6.4
"One More Shot
(2018)",8.5
"Why Me?
(2015)",7.5
"David Cross: Making America Great Again
(2016 TV Special)",6.6
"Incir Reçeli 2
(2014)",6
"Under the Eiffel Tower
(2018)",5.4
"Kara Bela
(2015)",6.7
"Monty Python: The Meaning of Live
(2014 TV Movie)",7.6
"Psychokinesis
(2018)",5.9
"SOS: Secrets of Sex
(2013)",6.3
"The Diabolical
(2015)",4.7
"Nate Bargatze: The Tennessee Kid
(2019 TV Special)",7.6
"Kalakalappu
(2012)",6.9
"Gnome Alone
(2017)",5.6
"Parrot Sketch Not Included: Twenty Years of Monty Python
(1989 TV Special)",8.1
"Upstarts
(2019)",6.7
"Evangelion: 2.0 You Can (Not) Advance
(2009)",7.9
"Rukh
(2017)",6.4
"Sustainable
(2016)",7.3
"Merata: How Mom Decolonized the Screen
(2018)",7.7
"Unfreedom
(2014)",5
"Flimflam
(2016)",5.5
"The Wolves 2
(2006 Video)",0
"Luciérnagas
(2018)",6.8
"Derren Brown: Pushed to the Edge
(2016 TV Special)",7.5
"Los héroes del mal
(2015)",6.1
"Secuestro
(2016)",6.4
"Zapped
(2014 TV Movie)",5
"A Passage to India
(1984)",7.3
"Sardarji
(2015)",6.2
"Cats & Dogs: The Revenge of Kitty Galore
(2010)",4.3
"Santa Girl
(2019)",5
"Jab Harry Met Sejal
(2017)",5.1
"Rocky Handsome
(2016)",6.8
"Ali Baba and the Seven Dwarfs
(2015)",5.6
"Ascharyachakit!
(2018)",5.1
"Gad Elmaleh: American Dream
(2018 TV Special)",7.2
"Russell Peters: Notorious
(2013 TV Special)",7.1
"San Pietro
(2005 TV Movie)",6.9
"Havenhurst
(2016)",4.8
"Burn Out
(I) (2017)",6.2
"Whitney Cummings: Money Shot
(2010 TV Special)",6.3
"Family 420 Once Again
(2019)",5.8
"Dragonheart 3: The Sorcerer's Curse
(2015 Video)",5.1
"Publieke werken
(2015)",6.7
"Garfunkel and Oates: Trying to Be Special
(2016 TV Special)",7.3
"Dude
(2018)",5.2
"Manu
(II) (2018)",7.6
"Be Somebody
(2016)",5.6
"The Blue Umbrella
(2005)",7.3
"The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared
(2016)",6.3
"Vizontele Tuuba
(2003)",6.5
"Big Kill
(2019)",5.4
"The Journey Is the Destination
(2016)",6.3
"Mr. Nice Guy
(1997)",6.2
"In the Shadow of Iris
(III) (2016)",6.1
"The Wedding Party
(II) (2016)",5.9
"Alice Through the Looking Glass
(2016)",6.2
"Tinker'
(2017)",5.2
"Kaleidoscope
(II) (2016)",5.8
"Hostage to the Devil
(2016)",5.2
"Bumblebee
(I) (2018)",6.7
"Philips and the Monkey Pen
(2013)",7.3
"London 2012: Games of the XXX Olympiad
(2012)",7.6
"Girls und Panzer der Film
(2015)",7.3
"Sex Doll
(2016)",4.5
"The Unmarried Wife
(2016)",5.9
"Barbie in Princess Power
(2015 TV Movie)",5.3
"ATM
(I) (2012)",4.7
"Catfight
(I) (2016)",5.9
"Deewana
(1992)",6.7
"Apache Warrior
(2017)",6.6
"The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie
(2019 TV Short)",7.1
"The App
(2019)",2.8
"Running Shaadi
(2017)",6.4
"Highly Strung
(2015)",7.1
"I Hate Luv Storys
(2010)",5.7
"Tremors 5: Bloodlines
(2015 Video)",5.2
"Belmonte
(2018)",6.1
"The Mayo Clinic, Faith, Hope and Science
(2018 TV Movie)",7.9
"The Most Hated Woman in America
(2017)",6.1
"The Clapper
(I) (2017)",5.2
"Love on Delivery
(1994)",6.8
"Jo Koy: Live from Seattle
(2017 TV Special)",7.3
"The Love Guru
(2008)",3.8
"Sukob
(2006)",6.3
"Saving Capitalism
(2017)",6.8
"Shéhérazade
(2018)",7.1
"A Family Reunion Christmas
(2019 TV Movie)",5.8
"Bad Grandpa.5
(2013 Video)",6.2
"Istanbul Kirmizisi
(2017)",5.7
"Vir Das: Abroad Understanding
(2017 TV Special)",6.9
"Phobia 2
(2009)",6.6
"He Even Has Your Eyes
(2016)",6.2
